Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Temporada
N. Fernández,Pablo Nicolás Fernández Sosa,-234079,Progreso,Rentistas,https://cdn5.wyscout.com/photos/team/public/978_120x120.png,Primera División,CF,CF,100,,0,,0,17.0,2003-02-06,300000,2024-12-31,1,12,0,0.0,0,0.0,,,Uruguay,['Uruguay'],,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
E. Oyola Chajías,Elías Oyola Chajías,-195148,,Plaza Colonia,,,AMF,AMF,100,,0,,0,22.0,1998-05-21,0,,1,11,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,182,71,False,,,,,,,0.0,,,15.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63,30.48,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
E. Silveira,Ezequiel Silveira Tolosa,-235793,,Plaza Colonia,,,RCB3,RCB3,100,,0,,0,20.0,2000-07-22,25000,,1,9,0,0.0,0,0.0,,,Uruguay,['Uruguay'],,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,9.47,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
R. Pérez,Rodrigo Pérez Gutiérrez,-193739,,Plaza Colonia,,,LAMF,LAMF,100,,0,,0,16.0,2003-10-17,0,,1,8,0,0.24,0,0.0,,,Uruguay,['Uruguay'],left,165,58,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.74,31.74,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
F. Silvestre,Facundo Nicolás Silvestre Álvarez,-235789,Danubio,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/983_120x120.png,Primera División,AMF,AMF,100,,0,,0,19.0,2000-11-27,50000,2024-12-31,1,7,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,184,80,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.02,36.02,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
M. Jourdan,Martín Ezequiel Jourdan Félix,-235788,Acassuso,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/1276_120x120.png,Prim B Metro,LCB3,LCB3,100,,0,,0,18.0,2001-10-13,0,2025-12-31,1,7,0,0.0,0,0.0,,,Uruguay,['Uruguay'],left,183,80,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
A. Pérez,Axel Alejandro Pérez Etchelar,-69051,Racing,Nacional,https://cdn5.wyscout.com/photos/team/public/1320_120x120.png,Primera División,RAMF,RAMF,100,,0,,0,18.0,2002-02-18,0,,1,3,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,178,70,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
C. Canobbio,Carlos Alberto Canobbio Bentaberry,249810,,Progreso,,,CF,CF,100,,0,,0,38.0,1982-01-07,0,,1,1,0,0.0,0,0.0,,,Uruguay,"['Uruguay', 'Italy']",right,185,80,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
G. Falcón,Gonzalo Adrián Falcón Vitancour,391029,Sportivo Luqueño,Boston River,https://cdn5.wyscout.com/photos/team/public/555_120x120.png,Division Profesional,GK,GK,100,,0,,0,24.0,1996-11-16,300000,2024-12-31,30,2907,0,0.0,0,0.0,1.02,71.88,Uruguay,['Uruguay'],right,190,71,False,2.3,0.22,57.14,0.45,100.0,0.03,0.05,0.03,2.14,3.24,0.0,4,0.12,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.19,50.0,0.0,0.0,0.0,11.66,0.06,0.16,18.95,89.71,9.01,83.33,0.03,100.0,12.88,97.52,6.01,73.94,29.71,41.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.8,68.0,0.0,0.0,0.03,100.0,0.0,0.0,4.89,71.9,96.1,9.01,43,1.37,122,3.9,8,64.75,42.64,1.36,-0.36,-0.012,0.0,1.15,0.45,,,,0.0,0,0.0,2021
M. Silvera,Maximiliano Joaquín Silvera Cabo,399127,Peñarol,Cerrito,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,"CF, AMF",CF,87,AMF,10,,0,23.0,1997-09-05,1500000,2025-12-31,30,2862,20,14.26,2,2.15,21.82,42.07,Uruguay,['Uruguay'],right,176,68,False,5.09,4.75,67.55,2.64,28.57,0.13,0.19,0.09,1.76,2.73,0.75,4,0.13,0,0.0,3.27,0.63,15,0.47,0.45,3,0.09,72,2.26,48.61,27.778,0.06,1.16,21.62,0.5700000000000001,22.22,0.6000000000000001,21.05,0.19,3.96,48.41,10.63,36.98,2.83,1.01,0.8200000000000001,13.49,1.76,1.89,19.78,72.02,5.03,56.88,4.43,94.33,16.64,78.07,2.01,50.0,18.08,29.87,0.07,0.63,0.03,0.0,0.41,0.0,0.38,2.45,56.41,1.16,37.84,0.6000000000000001,10.53,0.44,0.19,2.14,73.53,71.21,6.23,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.64,0.0,0.0,0.0,0.0,5,100.0,2021
R. Herrera,Robert Fabián Herrera Rosas,76862,,River Plate,,,"LCB, RCB",LCB,80,RCB,17,,0,32.0,1989-03-01,50000,,30,2856,0,0.64,0,0.02,12.13,55.84,Uruguay,['Uruguay'],right,185,85,False,8.57,5.33,67.46,2.93,43.01,0.03,0.04,0.6900000000000001,4.95,6.43,0.54,3,0.09,0,0.0,0.28,0.0,0,0.0,0.02,0,0.0,5,0.16,40.0,0.0,0.0,0.03,100.0,0.0,0.0,0.03,100.0,0.03,0.19,83.33,1.32,45.24,0.22,0.19,0.5,14.37,0.28,0.32,28.36,79.89,14.15,68.15,1.51,93.75,22.78,86.72,5.55,51.7,21.69,36.27,0.0,0.06,0.0,0.0,0.06,50.0,0.0,3.03,51.04,0.25,37.5,0.13,50.0,0.09,0.03,6.37,56.44,93.88,10.3,0,,0,,0,0.0,0.0,0.0,,,1.1,,2.93,0.0,0.0,0.0,0.0,0,0.0,2021
Y. Calleros,Yvo Nahuel Calleros Rébori,-76593,Banfield,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/116_120x120.png,Copa de la Liga Profesional,"RCMF3, RCMF, LCB3",RCMF3,40,RCMF,15,LCB3,12,23.0,1998-03-14,600000,2024-12-31,30,2836,2,0.78,0,1.15,20.15,56.94,Uruguay,['Uruguay'],right,181,77,True,11.66,8.71,67.16,3.76,47.01,0.35,0.47,0.48,5.46,7.32,0.64,6,0.19,0,0.0,1.7000000000000002,0.06,2,0.06,0.03,0,0.0,27,0.87,14.81,7.407,0.0,1.38,32.56,0.03,0.0,1.35,33.33,0.16,1.77,56.36,4.18,44.62,0.13,0.96,0.32,20.08,0.77,0.9,32.07,76.45,12.37,65.19,3.21,91.0,25.48,83.73,5.4,51.79,20.93,36.59,0.04,0.32,0.0,0.1,0.42,30.77,0.16,5.88,60.11,1.67,42.31,0.67,19.05,0.45,0.39,7.2,69.2,85.15,11.47,0,,0,,0,0.0,0.0,0.0,,,0.22,,3.76,0.06,0.03,0.0,0.0,0,0.0,2021
M. Arezo,Douglas Matías Arezo Martínez,-57218,Grêmio,River Plate,https://cdn5.wyscout.com/photos/team/public/247_120x120.png,Serie A,CF,CF,98,,0,,0,18.0,2002-11-21,7000000,2028-12-31,29,2784,16,14.63,4,2.8,18.14,32.62,Uruguay,['Uruguay'],right,180,70,False,3.78,3.33,43.69,5.98,32.97,0.61,0.8,0.06,1.71,2.24,1.45,7,0.23,0,0.0,3.01,0.52,10,0.32,0.47,0,0.0,117,3.78,34.19,13.675,0.13,1.65,23.53,0.74,26.09,0.91,21.43,0.19,2.3,46.48,5.43,33.93,3.81,1.26,0.48,12.06,2.39,0.71,15.97,61.13,3.85,52.1,2.55,82.28,13.13,67.98,1.26,35.9,19.37,25.23,0.09,0.42,0.0,0.03,0.65,40.0,0.26,1.75,59.26,1.78,30.91,0.61,31.58,0.55,0.39,2.23,71.01,58.93,5.43,0,,0,,0,0.0,0.0,0.0,,,0.0,,5.98,0.39,0.39,33.33,0.0,6,100.0,2021
Leonai,Leonai Souza de Almeida,-114469,Barcelona,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/879_120x120.png,Liga Pro,"LCMF3, LCMF, RCMF3",LCMF3,46,LCMF,22,RCMF3,13,26.0,1995-04-28,1200000,2026-12-31,29,2767,1,0.96,2,1.41,26.95,53.2,Brazil,['Brazil'],right,174,73,False,12.35,10.88,63.72,2.72,45.12,0.3,0.41,0.37,5.11,6.96,1.92,6,0.2,1,0.03,2.52,0.03,1,0.03,0.03,0,0.0,18,0.6000000000000001,16.67,5.556,0.07,0.5,46.67,0.27,50.0,0.2,33.33,0.0,3.72,54.46,9.19,46.57,0.63,1.16,0.46,19.02,0.66,1.76,33.15,82.68,8.16,65.04,5.51,93.98,30.2,85.38,2.49,57.33,18.86,35.45,0.05,0.37,0.03,0.0,0.53,31.25,0.1,4.15,68.8,1.06,43.75,0.7000000000000001,33.33,0.3,0.17,4.15,60.0,89.81,14.34,0,,0,,0,0.0,0.0,0.0,,,0.2,,2.72,0.0,0.0,0.0,0.03,0,0.0,2021
A. Canobbio,Agustín Canobbio Graviz,452566,Athletico Paranaense,Peñarol,https://cdn5.wyscout.com/photos/team/public/254_120x120.png,Serie A,"RW, LW, RAMF",RW,48,LW,24,RAMF,10,22.0,1998-10-01,5000000,2026-12-31,30,2747,4,8.04,3,5.64,28.08,44.46,Uruguay,"['Uruguay', 'Italy']",right,175,69,False,7.21,6.72,64.88,2.2,37.31,0.2,0.32,0.1,2.65,4.26,1.15,6,0.2,0,0.0,5.41,0.13,4,0.13,0.26,0,0.0,62,2.03,33.87,6.452,0.1,2.88,29.55,0.59,16.67,2.26,31.88,0.23,6.62,50.0,14.74,40.22,4.03,2.59,2.0,22.21,2.23,1.74,32.37,77.02,7.21,70.45,7.24,90.5,28.18,83.14,1.57,45.83,16.04,28.45,0.18,1.47,0.1,0.03,1.11,50.0,0.88,2.65,69.14,3.67,50.89,1.18,52.78,1.97,0.79,4.65,78.87,74.25,9.8,0,,0,,0,0.0,0.0,0.0,,,0.03,,2.2,0.07,0.03,0.0,0.26,1,0.0,2021
L. Otormín,Leandro Gastón Otormín Fumero,316042,Wanderers,Cerro Largo,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,"CF, AMF",CF,56,AMF,35,,0,25.0,1996-07-30,300000,2024-12-31,29,2736,13,11.66,6,6.72,19.97,34.1,Uruguay,['Uruguay'],right,173,70,False,3.13,3.03,59.78,2.7,23.17,0.13,0.18,0.03,1.18,1.62,0.89,4,0.13,0,0.0,4.9,0.43,10,0.33,0.38,1,0.03,101,3.32,40.59,12.871,0.2,1.84,25.0,0.56,35.29,1.28,20.51,0.36,5.3,49.07,11.58,31.25,3.16,1.64,1.22,20.76,2.5700000000000003,1.02,30.0,79.39,5.66,67.44,8.26,92.03,26.45,83.46,1.84,71.43,17.15,30.74,0.22,2.04,0.13,0.0,1.25,39.47,0.53,2.3,70.0,2.7,47.56,1.22,35.14,1.32,0.43,3.03,79.35,80.43,10.76,0,,0,,0,0.0,0.0,0.0,,,0.03,,2.7,2.47,0.56,41.18,3.13,4,75.0,2021
A. Rodríguez,Alan Jesús Rodríguez Guaglianoni,474729,Argentinos Juniors,Boston River,https://cdn5.wyscout.com/photos/team/public/115_120x120.png,Copa de la Liga Profesional,"RCMF, LCMF, RCMF3",RCMF,49,LCMF,19,RCMF3,12,21.0,2000-01-25,1500000,2027-12-31,29,2709,3,1.0,0,1.69,26.6,48.19,Uruguay,"['Uruguay', 'Italy']",right,170,63,False,10.69,9.93,61.25,2.3,40.3,0.48,0.73,0.17,4.12,6.25,1.37,10,0.33,0,0.0,2.92,0.1,3,0.1,0.03,0,0.0,14,0.48,50.0,21.429,0.0,1.31,36.84,0.31,55.56,1.0,31.03,0.14,3.68,57.01,9.18,41.57,0.8200000000000001,1.2,1.17,27.15,0.55,1.37,44.26,85.79,11.92,74.35,7.32,93.43,39.42,89.36,3.5700000000000003,63.46,17.52,30.74,0.06,0.58,0.0,0.03,0.45,23.08,0.21,5.26,77.12,2.03,45.76,0.55,25.0,0.52,0.52,7.29,74.53,88.76,17.11,0,,0,,0,0.0,0.0,0.0,,,0.41,,2.3,0.0,0.0,0.0,0.07,0,0.0,2021
S. Ichazo,Salvador Ichazo Fernández,103065,Deportivo Pereira,River Plate,https://cdn5.wyscout.com/photos/team/public/961_120x120.png,Liga BetPlay,GK,GK,100,,0,,0,29.0,1992-01-26,350000,2024-12-31,28,2701,0,0.0,0,0.0,0.9,77.78,Uruguay,"['Uruguay', 'Italy']",left,187,83,False,1.6,0.13,75.0,0.43,92.31,0.0,0.0,0.0,1.5,1.95,0.03,3,0.1,0,0.0,0.07,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.67,0.17,60.0,0.0,0.0,0.0,6.7,0.27,0.17,13.33,76.5,7.6,64.47,0.03,100.0,7.6,94.74,5.7,52.63,35.96,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,43.64,0.07,0.0,0.0,0.0,0.0,0.0,3.9,65.81,92.99,5.23,39,1.3,120,4.0,7,67.5,35.56,1.19,-3.44,-0.115,0.03,1.9,0.43,,,,0.0,0,0.0,2021
K. Dawson,Kevin Emiliano Dawson Blanco,180998,Defensor Sporting,Peñarol,https://cdn5.wyscout.com/photos/team/public/465_120x120.png,Primera División,GK,GK,100,,0,,0,29.0,1992-02-08,700000,2024-12-31,27,2671,0,0.0,0,0.0,0.47,78.57,Uruguay,['Uruguay'],right,178,81,False,1.08,0.0,0.0,0.2,100.0,0.0,0.0,0.0,1.08,1.75,0.0,2,0.07,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,7.82,0.13,0.13,13.44,86.97,8.32,81.38,0.03,100.0,7.31,95.39,6.13,76.92,34.95,48.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,84.91,0.0,0.0,0.0,0.0,0.03,0.0,5.22,79.35,97.16,4.75,19,0.64,65,2.19,13,70.77,17.22,0.58,-1.78,-0.06,0.0,0.98,0.2,,,,0.0,0,0.0,2021
E. Beltrán,Emanuel Tomás Beltrán Bardas,498555,Boston River,Cerro Largo,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,"RB, RW, RWB",RB,48,RW,24,RWB,17,23.0,1998-01-23,500000,2025-12-31,30,2651,1,1.77,1,4.37,24.17,48.31,Uruguay,['Uruguay'],right,181,79,False,9.2,7.71,60.35,3.84,46.02,0.41,0.5700000000000001,0.2,4.14,5.76,1.22,4,0.14,0,0.0,4.92,0.03,1,0.03,0.06,1,0.03,26,0.88,30.77,3.846,0.03,3.73,39.09,0.1,33.33,3.6,38.68,0.31,5.16,54.61,9.4,44.77,2.0,2.1,1.7000000000000002,19.62,1.73,1.26,31.98,72.61,12.09,64.33,3.94,90.52,23.66,82.35,4.79,49.65,21.1,35.94,0.15,0.85,0.0,0.03,0.68,55.0,0.58,6.21,62.84,3.39,54.0,0.95,46.43,1.05,1.43,8.66,74.9,74.27,10.42,0,,0,,0,0.0,0.0,0.0,,,0.31,,3.84,0.0,0.0,0.0,0.0,0,0.0,2021
H. Ruíz Díaz,Haibrany Nick Ruíz Díaz Minervino,199076,Deportivo Táchira,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/988_120x120.png,Primera División,"RCB3, RCB",RCB3,72,RCB,11,,0,28.0,1992-08-31,300000,2024-12-31,28,2651,1,1.15,0,0.38,14.45,59.29,Uruguay,['Uruguay'],right,179,70,True,10.25,5.47,67.3,3.89,52.21,1.2,1.59,0.48,5.37,7.08,0.6900000000000001,2,0.07,0,0.0,0.86,0.03,0,0.0,0.04,0,0.0,14,0.48,35.71,0.0,0.0,0.52,33.33,0.07,0.0,0.45,38.46,0.1,0.76,68.18,2.06,61.67,0.41,0.48,0.17,22.09,0.76,0.8300000000000001,34.58,75.72,18.54,64.94,2.0,89.66,25.39,84.96,8.7,51.38,23.98,40.37,0.01,0.21,0.0,0.0,0.1,0.0,0.1,8.02,57.94,1.03,26.67,0.38,18.18,0.31,0.14,10.29,73.24,91.51,10.94,0,,0,,0,0.0,0.0,0.0,,,0.76,,3.89,0.14,0.07,0.0,0.0,0,0.0,2021
A. Teuten,Andrew Christopher Teuten Ponzoni,-73102,Colón,Torque,https://cdn5.wyscout.com/photos/team/public/105_120x120.png,Primera Nacional,LB,LB,95,,0,,0,22.0,1998-07-20,500000,2024-12-31,28,2641,5,1.9,2,1.91,15.4,54.2,Uruguay,"['Uruguay', 'England']",left,173,72,False,9.34,7.8,59.39,2.01,54.24,0.51,0.85,0.1,4.19,6.95,0.89,7,0.24,0,0.0,1.64,0.17,5,0.17,0.06,1,0.03,13,0.44,69.23,38.462,0.07,1.4,39.02,1.36,40.0,0.03,0.0,0.1,1.5,43.18,3.17,39.78,0.99,1.19,0.72,34.08,2.18,0.51,44.61,82.89,14.86,72.71,8.14,93.72,40.79,86.3,2.62,50.65,16.49,33.52,0.07,0.61,0.1,0.03,0.27,50.0,0.27,4.98,72.6,1.43,54.76,0.17,60.0,0.51,0.44,8.08,67.93,87.17,13.02,0,,0,,0,0.0,0.0,0.0,,,0.44,,2.01,0.0,0.0,0.0,0.03,0,0.0,2021
E. García,Emiliano Martín García Tellechea,99752,Wanderers,Liverpool,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,"LCB, RCB, CB",LCB,42,RCB,23,CB,19,31.0,1989-11-26,200000,2024-12-31,28,2608,4,3.17,0,0.17,16.98,59.55,Uruguay,"['Uruguay', 'Spain']",right,186,84,False,10.66,6.69,69.07,5.31,59.74,0.97,1.39,0.59,5.07,7.31,0.93,6,0.21,1,0.03,0.66,0.14,4,0.14,0.11,2,0.07,16,0.55,50.0,25.0,0.0,0.14,25.0,0.0,0.0,0.14,25.0,0.0,0.41,83.33,1.79,42.31,0.72,0.48,0.03,23.36,0.31,0.62,39.31,81.74,19.57,72.31,1.45,92.86,29.19,90.19,9.97,57.79,25.52,42.43,0.01,0.1,0.0,0.03,0.0,0.0,0.03,7.25,60.0,1.04,16.67,0.45,7.69,0.24,0.0,10.18,73.56,92.59,15.84,0,,0,,0,0.0,0.0,0.0,,,0.97,,5.31,0.07,0.03,0.0,0.0,0,0.0,2021
F. Martínez,Federico Andrés Martínez Berroa,430453,Everton,Liverpool,https://cdn5.wyscout.com/photos/team/public/938_120x120.png,Primera División,"LWF, LW, RW",LWF,29,LW,26,RW,12,25.0,1996-02-28,1300000,2025-06-30,28,2591,14,9.67,5,5.32,25.43,38.8,Uruguay,"['Uruguay', 'Spain']",right,175,72,False,4.79,4.34,59.2,2.71,41.03,0.14,0.2,0.0,2.08,2.93,1.11,1,0.03,0,0.0,4.72,0.49,13,0.45,0.34,1,0.03,76,2.64,40.79,18.421,0.17,2.05,32.2,1.08,29.03,0.87,40.0,0.28,5.04,52.41,14.8,34.74,3.27,2.47,1.63,17.92,2.29,1.67,26.19,78.65,4.55,67.94,6.63,90.58,23.34,82.74,0.94,66.67,16.62,29.55,0.18,1.49,0.0,0.03,1.04,33.33,0.59,2.08,81.67,2.64,55.26,0.9,34.62,1.18,0.66,2.74,87.34,81.89,9.2,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.71,0.9,0.38,36.36,1.25,2,50.0,2021
J. Alberti,José Alberti Loyarte,434704,Wanderers,Boston River,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,"LCMF, RCMF, RCMF3",LCMF,42,RCMF,23,RCMF3,14,24.0,1997-03-29,500000,2024-12-31,29,2580,2,1.54,4,7.18,17.42,46.89,Uruguay,['Uruguay'],right,172,71,True,5.93,6.54,51.38,2.35,44.62,0.07,0.11,0.04,2.49,3.8,1.05,4,0.14,0,0.0,2.1,0.07,2,0.07,0.06,0,0.0,29,1.05,31.03,6.897,0.14,1.19,27.27,0.33,44.44,0.87,20.83,0.22,2.1,58.62,5.1,49.65,0.36,0.9,0.87,41.13,0.94,1.08,57.83,82.88,19.84,71.04,5.89,95.71,47.93,89.22,8.71,55.6,21.46,36.33,0.26,1.81,0.14,0.04,0.54,40.0,0.18,13.27,71.12,2.64,43.84,1.63,31.11,0.8,0.36,11.89,82.67,89.54,25.23,0,,0,,0,0.0,0.0,0.0,,,0.33,,2.35,2.53,0.36,40.0,5.17,0,0.0,2021
F. Bonifazi,Facundo Bonifazi Castro,412086,Colón,River Plate,https://cdn5.wyscout.com/photos/team/public/g25840_120x120.png,Segunda División,LB,LB,98,,0,,0,25.0,1995-09-29,200000,2024-12-31,28,2580,2,0.8300000000000001,0,0.99,20.3,54.12,Uruguay,"['Uruguay', 'Italy']",left,174,68,False,10.74,8.55,64.9,2.93,48.81,0.87,1.13,0.07,4.33,5.59,1.53,10,0.35,1,0.03,2.13,0.07,2,0.07,0.03,0,0.0,9,0.31,66.67,22.222,0.0,1.95,30.36,1.95,30.36,0.0,0.0,0.14,2.48,47.89,4.95,43.66,1.01,0.98,0.52,16.47,1.22,1.5,27.38,73.12,13.29,66.4,2.79,88.75,20.65,83.45,4.88,46.43,20.26,35.53,0.03,0.42,0.03,0.0,0.28,50.0,0.17,4.5,55.04,1.74,34.0,0.35,40.0,0.24,0.52,6.8,70.26,77.67,7.5,0,,0,,0,0.0,0.0,0.0,,,0.42,,2.93,0.0,0.0,0.0,0.0,0,0.0,2021
Gabriel Albín,Gabriel Albín Aguilar,-259747,Rentistas,Villa Española,https://cdn5.wyscout.com/photos/team/public/1752_120x120.png,Segunda División,"RW, RAMF",RW,55,RAMF,12,,0,22.0,1999-04-14,200000,2024-12-31,29,2547,1,1.72,5,6.66,14.56,47.57,Uruguay,['Uruguay'],left,178,0,False,6.01,4.91,55.4,1.87,43.4,0.11,0.14,0.07,3.18,4.15,0.92,3,0.11,0,0.0,4.38,0.04,1,0.04,0.06,0,0.0,22,0.78,27.27,4.545,0.18,5.69,40.37,0.35,40.0,5.3,40.67,0.78,2.58,61.64,5.37,46.71,1.24,1.34,1.24,16.64,2.54,0.67,25.41,67.59,6.36,59.44,4.66,90.15,16.64,79.41,3.6,51.96,22.79,39.37,0.24,2.08,0.07,0.0,0.49,57.14,0.92,3.39,55.21,5.16,52.74,0.95,37.04,0.92,2.37,6.18,78.86,66.55,10.14,0,,0,,0,0.0,0.0,0.0,,,0.25,,1.87,1.1,0.14,50.0,2.86,0,0.0,2021
F. Pizzichillo,Franco Nicolás Pizzichillo Fernández,289968,Torque,Torque,https://cdn5.wyscout.com/photos/team/public/g22285_120x120.png,Segunda División,RB,RB,84,,0,,0,25.0,1996-01-03,500000,2024-12-31,27,2545,2,1.15,6,2.43,18.39,49.81,Uruguay,"['Uruguay', 'Italy']",right,175,70,False,9.12,7.57,64.49,3.01,41.18,0.11,0.17,0.07,4.14,6.72,0.99,6,0.21,0,0.0,2.9,0.07,2,0.07,0.04,1,0.04,22,0.78,40.91,9.091,0.21,3.61,37.25,0.07,0.0,3.47,38.78,0.42,2.23,46.03,4.95,37.86,1.98,1.24,0.78,33.03,2.12,0.6000000000000001,44.88,79.2,16.73,72.73,6.19,94.86,37.06,86.35,4.46,50.0,19.75,41.02,0.09,0.95,0.07,0.04,0.5,42.86,0.53,5.13,64.14,3.5,51.52,0.71,35.0,0.99,1.38,9.48,70.15,83.61,15.1,0,,0,,0,0.0,0.0,0.0,,,0.21,,3.01,0.21,0.18,40.0,0.07,0,0.0,2021
